event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_08_03_10_39_55    5    6    True    0    [[1, 5, 15], [1, 5, 15], [5, 5, 15], [30, 5, 15], [60, 6, 0]]    1    none
2    2023_08_03_10_47_37    5    6    True    0    [[1, 5, 15], [5, 5, 15], [1, 5, 15], [10, 5, 15], [30, 5, 15], [10, 5, 15], [10, 5, 15], [5, 5, 15], [60, 6, 0]]    1    none
3    2023_08_03_11_02_43    5    6    True    0    [[1, 5, 15], [30, 5, 15], [10, 6, 0]]    1    none
4    2023_08_03_11_09_03    5    6    True    0    [[1, 5, 15], [30, 5, 15], [5, 5, 15], [5, 5, 15], [60, 6, 0]]    1    none
5    2023_08_03_11_17_20    4    4    False    0    [[1, 4, 15]]    1    none
6    2023_08_03_11_23_45    4    5    True    0    [[5, 4, 15], [30, 4, 15], [10, 4, 15], [30, 4, 15], [10, 5, 0]]    1    none
7    2023_08_03_11_27_32    4    5    True    0    [[30, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [60, 4, 15], [5, 4, 15], [10, 5, 0]]    1    none
8    2023_08_03_11_41_38    4    4    False    0    [[60, 4, 15], [10, 4, 15], [1, 4, 15], [30, 4, 15], [1, 4, 15], [1, 4, 15], [60, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [30, 4, 15]]    1    none
9    2023_08_03_12_16_45    7    7    False    0    [[10, 7, 15], [5, 7, 15], [10, 7, 15], [1, 7, 15], [30, 7, 15], [5, 7, 15], [1, 7, 15], [60, 7, 15], [1, 7, 15], [60, 7, 15], [5, 7, 15], [1, 7, 15], [5, 7, 15], [10, 7, 15], [30, 7, 15]]    1    none
10    2023_08_03_12_35_12    5    5    False    0    [[1, 5, 15], [1, 5, 15], [5, 5, 15], [1, 5, 15], [1, 5, 15], [60, 5, 15], [5, 5, 15], [60, 5, 15], [30, 5, 15], [5, 5, 15], [30, 5, 15], [10, 5, 15], [10, 5, 15], [10, 5, 15], [5, 5, 15]]    1    none
11    2023_08_03_13_03_57    4    5    True    0    [[1, 4, 15], [1, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [30, 4, 15], [60, 4, 15], [1, 4, 15], [5, 4, 15], [60, 4, 15], [1, 4, 15], [5, 4, 15], [5, 5, 0]]    1    none
12    2023_08_03_13_20_49    4    4    False    0    [[5, 4, 15], [30, 4, 15], [10, 4, 15], [5, 4, 15], [60, 4, 15], [60, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [5, 4, 15], [30, 4, 15], [1, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15]]    1    none
13    2023_08_03_14_07_56    4    4    False    0    [[10, 4, 15], [10, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [1, 4, 15], [30, 4, 15], [60, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [30, 4, 15], [5, 4, 15], [60, 4, 15]]    1    none
14    2023_08_03_14_21_40    4    5    True    0    [[1, 4, 15], [1, 4, 15], [1, 4, 15], [1, 4, 15], [10, 4, 15], [5, 4, 15], [30, 4, 15], [60, 5, 0]]    1    none
15    2023_08_03_14_40_58    4    5    True    0    [[30, 4, 15], [5, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [10, 4, 15], [10, 4, 15], [60, 5, 0]]    1    none
16    2023_08_03_15_00_55    4    5    True    0    [[1, 4, 15], [30, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [60, 4, 15], [5, 4, 15], [5, 4, 15], [30, 4, 15], [60, 5, 0]]    1    none
17    2023_08_03_15_33_30    4    5    True    0    [[5, 4, 15], [10, 5, 0]]    1    none
18    2023_08_03_16_03_05    4    4    False    0    [[1, 4, 15], [1, 4, 15], [10, 4, 15], [10, 4, 15], [10, 4, 15], [5, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [30, 4, 15], [60, 4, 15], [30, 4, 15], [60, 4, 15], [1, 4, 15]]    1    none
19    2023_08_03_16_28_13    4    4    False    0    [[1, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [60, 4, 15], [30, 4, 15], [1, 4, 15], [10, 4, 15], [60, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [30, 4, 15]]    1    none
20    2023_08_03_17_00_09    4    5    True    0    [[1, 4, 15], [5, 5, 0]]    1    none
21    2023_08_03_17_05_10    4    4    False    0    [[10, 4, 15], [30, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [30, 4, 15], [60, 4, 15], [60, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [1, 4, 15], [10, 4, 15], [5, 4, 15]]    1    none
