event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_08_29_11_53_19    5    6    True    0    [[60, 6, 0]]    1    none
2    2023_08_29_12_14_17    4    5    True    0    [[60, 5, 0]]    1    none
3    2023_08_29_12_18_12    4    5    True    0    [[10, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [30, 4, 15], [30, 4, 15], [1, 4, 15], [1, 4, 15], [5, 4, 15], [10, 4, 15], [60, 5, 0]]    1    none
4    2023_08_29_12_25_00    4    5    True    0    [[5, 4, 15], [1, 4, 15], [30, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [10, 4, 15], [5, 4, 15], [60, 4, 15], [5, 5, 0]]    1    none
5    2023_08_29_12_30_59    4    5    True    0    [[30, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [10, 4, 15], [1, 4, 15], [30, 4, 15], [5, 4, 15], [5, 4, 15], [5, 4, 15], [10, 4, 15], [60, 5, 0]]    1    none
6    2023_08_29_13_00_32    4    5    True    0    [[1, 4, 15], [10, 4, 15], [5, 4, 15], [60, 5, 0]]    1    none
7    2023_08_29_13_08_38    4    5    True    0    [[5, 4, 15], [10, 4, 15], [30, 4, 15], [10, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
8    2023_08_29_13_27_20    4    5    True    0    [[10, 4, 15], [5, 4, 15], [1, 4, 15], [5, 4, 15], [10, 5, 0]]    1    none
9    2023_08_29_14_17_23    2    3    True    0    [[5, 2, 15], [1, 2, 15], [1, 2, 15], [1, 2, 15], [5, 2, 15], [10, 2, 15], [10, 2, 15], [10, 2, 15], [5, 2, 15], [30, 2, 15], [60, 2, 15], [5, 2, 15], [1, 2, 15], [60, 3, 0]]    1    none
10    2023_08_29_14_31_08    2    3    True    0    [[10, 2, 15], [30, 2, 15], [1, 2, 15], [30, 2, 15], [5, 2, 15], [10, 2, 15], [1, 2, 15], [5, 3, 0]]    1    none
11    2023_08_29_14_41_03    0    0    False    0    [[5, 0, 0]]    1    melting
12    2023_08_29_15_09_09    4    5    True    0    [[1, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [5, 4, 15], [60, 4, 15], [10, 4, 15], [1, 4, 15], [5, 4, 15], [30, 4, 15], [5, 4, 15], [60, 5, 0]]    1    none
13    2023_08_29_15_26_07    5    0    False    0    [[60, 5, 15], [1, 5, 15], [5, 5, 15], [60, 0, 0]]    1    melting
14    2023_08_29_15_38_41    4    5    True    0    [[30, 5, 0]]    1    none
15    2023_08_29_15_40_22    4    5    True    0    [[10, 4, 15], [1, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
16    2023_08_29_15_57_23    3    2    False    0    [[10, 3, 15], [1, 2, 15]]    0    2_dark
17    2023_08_29_16_04_31    3    4    True    0    [[10, 3, 15], [5, 3, 15], [1, 3, 15], [5, 3, 15], [1, 3, 15], [30, 3, 15], [60, 4, 0]]    1    none
18    2023_08_29_16_13_28    3    4    True    0    [[1, 3, 15], [30, 3, 15], [5, 3, 15], [5, 3, 15], [60, 3, 15], [10, 3, 15], [10, 3, 15], [60, 4, 0]]    1    none
19    2023_08_29_16_24_12    3    4    True    0    [[30, 3, 15], [5, 3, 15], [1, 3, 15], [10, 3, 15], [60, 4, 0]]    1    none
20    2023_08_29_16_46_25    3    4    True    0    [[60, 4, 0]]    1    none
21    2023_08_29_17_01_46    3    4    True    0    [[5, 3, 15], [1, 3, 15], [30, 3, 15], [60, 3, 15], [10, 3, 15], [1, 3, 15], [5, 3, 15], [5, 3, 15], [5, 3, 15], [1, 3, 15], [10, 3, 15], [60, 3, 15], [1, 3, 15], [30, 4, 0]]    1    none
22    2023_08_29_17_14_21    3    4    True    0    [[30, 4, 0]]    1    none
23    2023_08_29_17_15_48    3    4    True    0    [[1, 3, 15], [60, 3, 15], [5, 3, 15], [1, 3, 15], [5, 3, 15], [10, 3, 15], [30, 4, 0]]    1    none
24    2023_08_29_17_21_00    3    4    True    0    [[1, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
25    2023_08_29_17_28_14    3    2    False    0    [[1, 3, 15], [5, 3, 15], [5, 2, 15]]    0    2_dark
26    2023_08_29_17_44_47    3    4    True    0    [[30, 3, 15], [1, 3, 15], [1, 3, 15], [1, 3, 15], [60, 4, 0]]    1    none
27    2023_08_29_17_53_26    3    4    True    0    [[5, 3, 15], [60, 4, 0]]    1    none
28    2023_08_29_18_10_34    2    0    False    0    [[60, 2, 15], [5, 2, 15], [1, 2, 15], [10, 2, 15], [30, 0, 0]]    0    2_dark
