event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1691051995.4850924,1,0,6000,500,10,1.0,1,none
1,1691051995.4850924,1,0,6000,500,10,1.0,1,none
1,1691051995.4850924,5,0,6000,500,10,1.0,1,none
1,1691051995.4850924,30,0,6000,500,10,1.0,1,none
1,1691051995.4850924,60,1,6000,500,10,0.0,1,none
2,1691052457.6248138,1,0,6000,500,10,1.0,1,none
2,1691052457.6248138,5,0,6000,500,10,1.0,1,none
2,1691052457.6248138,1,0,6000,500,10,1.0,1,none
2,1691052457.6248138,10,0,6000,500,10,1.0,1,none
2,1691052457.6248138,30,0,6000,500,10,1.0,1,none
2,1691052457.6248138,10,0,6000,500,10,1.0,1,none
2,1691052457.6248138,10,0,6000,500,10,1.0,1,none
2,1691052457.6248138,5,0,6000,500,10,1.0,1,none
2,1691052457.6248138,60,1,6000,500,10,0.0,1,none
3,1691053363.096985,1,0,6000,500,10,1.0,1,none
3,1691053363.096985,30,0,6000,500,10,1.0,1,none
3,1691053363.096985,10,1,6000,500,10,0.0,1,none
4,1691053743.9123576,1,0,6000,500,10,1.0,1,none
4,1691053743.9123576,30,0,6000,500,10,1.0,1,none
4,1691053743.9123576,5,0,6000,500,10,1.0,1,none
4,1691053743.9123576,5,0,6000,500,10,1.0,1,none
4,1691053743.9123576,60,1,6000,500,10,0.0,1,none
5,1691054240.0725946,1,0,6000,500,10,1.0,1,none
6,1691054625.7416372,5,0,6000,500,10,1.0,1,none
6,1691054625.7416372,30,0,6000,500,10,1.0,1,none
6,1691054625.7416372,10,0,6000,500,10,1.0,1,none
6,1691054625.7416372,30,0,6000,500,10,1.0,1,none
6,1691054625.7416372,10,1,6000,500,10,0.0,1,none
7,1691054852.5612447,30,0,6000,500,10,1.0,1,none
7,1691054852.5612447,1,0,6000,500,10,1.0,1,none
7,1691054852.5612447,5,0,6000,500,10,1.0,1,none
7,1691054852.5612447,5,0,6000,500,10,1.0,1,none
7,1691054852.5612447,60,0,6000,500,10,1.0,1,none
7,1691054852.5612447,5,0,6000,500,10,1.0,1,none
7,1691054852.5612447,10,1,6000,500,10,0.0,1,none
8,1691055698.0948155,60,0,6000,500,10,1.0,1,none
8,1691055698.0948155,10,0,6000,500,10,1.0,1,none
8,1691055698.0948155,1,0,6000,500,10,1.0,1,none
8,1691055698.0948155,30,0,6000,500,10,1.0,1,none
8,1691055698.0948155,1,0,6000,500,10,1.0,1,none
8,1691055698.0948155,1,0,6000,500,10,1.0,1,none
8,1691055698.0948155,60,0,6000,500,10,1.0,1,none
8,1691055698.0948155,10,0,6000,500,10,1.0,1,none
8,1691055698.0948155,5,0,6000,500,10,1.0,1,none
8,1691055698.0948155,10,0,6000,500,10,1.0,1,none
8,1691055698.0948155,5,0,6000,500,10,1.0,1,none
8,1691055698.0948155,1,0,6000,500,10,1.0,1,none
8,1691055698.0948155,5,0,6000,500,10,1.0,1,none
8,1691055698.0948155,5,0,6000,500,10,1.0,1,none
8,1691055698.0948155,30,0,6000,500,10,1.0,1,none
9,1691057805.0264761,10,0,6000,500,10,1.0,1,none
9,1691057805.0264761,5,0,6000,500,10,1.0,1,none
9,1691057805.0264761,10,0,6000,500,10,1.0,1,none
9,1691057805.0264761,1,0,6000,500,10,1.0,1,none
9,1691057805.0264761,30,0,6000,500,10,1.0,1,none
9,1691057805.0264761,5,0,6000,500,10,1.0,1,none
9,1691057805.0264761,1,0,6000,500,10,1.0,1,none
9,1691057805.0264761,60,0,6000,500,10,1.0,1,none
9,1691057805.0264761,1,0,6000,500,10,1.0,1,none
9,1691057805.0264761,60,0,6000,500,10,1.0,1,none
9,1691057805.0264761,5,0,6000,500,10,1.0,1,none
9,1691057805.0264761,1,0,6000,500,10,1.0,1,none
9,1691057805.0264761,5,0,6000,500,10,1.0,1,none
9,1691057805.0264761,10,0,6000,500,10,1.0,1,none
9,1691057805.0264761,30,0,6000,500,10,1.0,1,none
10,1691058912.754842,1,0,6000,500,10,1.0,1,none
10,1691058912.754842,1,0,6000,500,10,1.0,1,none
10,1691058912.754842,5,0,6000,500,10,1.0,1,none
10,1691058912.754842,1,0,6000,500,10,1.0,1,none
10,1691058912.754842,1,0,6000,500,10,1.0,1,none
10,1691058912.754842,60,0,6000,500,10,1.0,1,none
10,1691058912.754842,5,0,6000,500,10,1.0,1,none
10,1691058912.754842,60,0,6000,500,10,1.0,1,none
10,1691058912.754842,30,0,6000,500,10,1.0,1,none
10,1691058912.754842,5,0,6000,500,10,1.0,1,none
10,1691058912.754842,30,0,6000,500,10,1.0,1,none
10,1691058912.754842,10,0,6000,500,10,1.0,1,none
10,1691058912.754842,10,0,6000,500,10,1.0,1,none
10,1691058912.754842,10,0,6000,500,10,1.0,1,none
10,1691058912.754842,5,0,6000,500,10,1.0,1,none
11,1691060637.5051405,1,0,6000,500,10,1.0,1,none
11,1691060637.5051405,1,0,6000,500,10,1.0,1,none
11,1691060637.5051405,10,0,6000,500,10,1.0,1,none
11,1691060637.5051405,5,0,6000,500,10,1.0,1,none
11,1691060637.5051405,10,0,6000,500,10,1.0,1,none
11,1691060637.5051405,30,0,6000,500,10,1.0,1,none
11,1691060637.5051405,60,0,6000,500,10,1.0,1,none
11,1691060637.5051405,1,0,6000,500,10,1.0,1,none
11,1691060637.5051405,5,0,6000,500,10,1.0,1,none
11,1691060637.5051405,60,0,6000,500,10,1.0,1,none
11,1691060637.5051405,1,0,6000,500,10,1.0,1,none
11,1691060637.5051405,5,0,6000,500,10,1.0,1,none
11,1691060637.5051405,5,1,6000,500,10,0.0,1,none
12,1691061649.8014843,5,0,6000,500,10,1.0,1,none
12,1691061649.8014843,30,0,6000,500,10,1.0,1,none
12,1691061649.8014843,10,0,6000,500,10,1.0,1,none
12,1691061649.8014843,5,0,6000,500,10,1.0,1,none
12,1691061649.8014843,60,0,6000,500,10,1.0,1,none
12,1691061649.8014843,60,0,6000,500,10,1.0,1,none
12,1691061649.8014843,1,0,6000,500,10,1.0,1,none
12,1691061649.8014843,10,0,6000,500,10,1.0,1,none
12,1691061649.8014843,1,0,6000,500,10,1.0,1,none
12,1691061649.8014843,5,0,6000,500,10,1.0,1,none
12,1691061649.8014843,30,0,6000,500,10,1.0,1,none
12,1691061649.8014843,1,0,6000,500,10,1.0,1,none
12,1691061649.8014843,10,0,6000,500,10,1.0,1,none
12,1691061649.8014843,5,0,6000,500,10,1.0,1,none
12,1691061649.8014843,1,0,6000,500,10,1.0,1,none
13,1691064476.2547426,10,0,6000,500,10,1.0,1,none
13,1691064476.2547426,10,0,6000,500,10,1.0,1,none
13,1691064476.2547426,5,0,6000,500,10,1.0,1,none
13,1691064476.2547426,10,0,6000,500,10,1.0,1,none
13,1691064476.2547426,1,0,6000,500,10,1.0,1,none
13,1691064476.2547426,1,0,6000,500,10,1.0,1,none
13,1691064476.2547426,30,0,6000,500,10,1.0,1,none
13,1691064476.2547426,60,0,6000,500,10,1.0,1,none
13,1691064476.2547426,1,0,6000,500,10,1.0,1,none
13,1691064476.2547426,1,0,6000,500,10,1.0,1,none
13,1691064476.2547426,5,0,6000,500,10,1.0,1,none
13,1691064476.2547426,5,0,6000,500,10,1.0,1,none
13,1691064476.2547426,30,0,6000,500,10,1.0,1,none
13,1691064476.2547426,5,0,6000,500,10,1.0,1,none
13,1691064476.2547426,60,0,6000,500,10,1.0,1,none
14,1691065300.0394082,1,0,6000,500,10,1.0,1,none
14,1691065300.0394082,1,0,6000,500,10,1.0,1,none
14,1691065300.0394082,1,0,6000,500,10,1.0,1,none
14,1691065300.0394082,1,0,6000,500,10,1.0,1,none
14,1691065300.0394082,10,0,6000,500,10,1.0,1,none
14,1691065300.0394082,5,0,6000,500,10,1.0,1,none
14,1691065300.0394082,30,0,6000,500,10,1.0,1,none
14,1691065300.0394082,60,1,6000,500,10,0.0,1,none
15,1691066458.095412,30,0,6000,500,10,1.0,1,none
15,1691066458.095412,5,0,6000,500,10,1.0,1,none
15,1691066458.095412,5,0,6000,500,10,1.0,1,none
15,1691066458.095412,10,0,6000,500,10,1.0,1,none
15,1691066458.095412,1,0,6000,500,10,1.0,1,none
15,1691066458.095412,10,0,6000,500,10,1.0,1,none
15,1691066458.095412,10,0,6000,500,10,1.0,1,none
15,1691066458.095412,60,1,6000,500,10,0.0,1,none
16,1691067655.2983468,1,0,6000,500,10,1.0,1,none
16,1691067655.2983468,30,0,6000,500,10,1.0,1,none
16,1691067655.2983468,10,0,6000,500,10,1.0,1,none
16,1691067655.2983468,5,0,6000,500,10,1.0,1,none
16,1691067655.2983468,1,0,6000,500,10,1.0,1,none
16,1691067655.2983468,10,0,6000,500,10,1.0,1,none
16,1691067655.2983468,60,0,6000,500,10,1.0,1,none
16,1691067655.2983468,5,0,6000,500,10,1.0,1,none
16,1691067655.2983468,5,0,6000,500,10,1.0,1,none
16,1691067655.2983468,30,0,6000,500,10,1.0,1,none
16,1691067655.2983468,60,1,6000,500,10,0.0,1,none
17,1691069610.009227,5,0,6000,500,10,1.0,1,none
17,1691069610.009227,10,1,6000,500,10,0.0,1,none
18,1691071385.4793456,1,0,6000,500,10,1.0,1,none
18,1691071385.4793456,1,0,6000,500,10,1.0,1,none
18,1691071385.4793456,10,0,6000,500,10,1.0,1,none
18,1691071385.4793456,10,0,6000,500,10,1.0,1,none
18,1691071385.4793456,10,0,6000,500,10,1.0,1,none
18,1691071385.4793456,5,0,6000,500,10,1.0,1,none
18,1691071385.4793456,5,0,6000,500,10,1.0,1,none
18,1691071385.4793456,5,0,6000,500,10,1.0,1,none
18,1691071385.4793456,1,0,6000,500,10,1.0,1,none
18,1691071385.4793456,5,0,6000,500,10,1.0,1,none
18,1691071385.4793456,30,0,6000,500,10,1.0,1,none
18,1691071385.4793456,60,0,6000,500,10,1.0,1,none
18,1691071385.4793456,30,0,6000,500,10,1.0,1,none
18,1691071385.4793456,60,0,6000,500,10,1.0,1,none
18,1691071385.4793456,1,0,6000,500,10,1.0,1,none
19,1691072893.625857,1,0,6000,500,10,1.0,1,none
19,1691072893.625857,5,0,6000,500,10,1.0,1,none
19,1691072893.625857,1,0,6000,500,10,1.0,1,none
19,1691072893.625857,5,0,6000,500,10,1.0,1,none
19,1691072893.625857,10,0,6000,500,10,1.0,1,none
19,1691072893.625857,1,0,6000,500,10,1.0,1,none
19,1691072893.625857,60,0,6000,500,10,1.0,1,none
19,1691072893.625857,30,0,6000,500,10,1.0,1,none
19,1691072893.625857,1,0,6000,500,10,1.0,1,none
19,1691072893.625857,10,0,6000,500,10,1.0,1,none
19,1691072893.625857,60,0,6000,500,10,1.0,1,none
19,1691072893.625857,5,0,6000,500,10,1.0,1,none
