event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1693477869.5888755,60,1,6000,500,10,0.0,1,none
2,1693478045.969304,1,0,6000,500,10,1.0,1,none
2,1693478045.969304,60,0,6000,500,10,1.0,1,none
2,1693478045.969304,10,1,6000,500,10,0.0,1,none
3,1693478389.8033817,5,0,6000,500,10,1.0,1,none
3,1693478389.8033817,10,0,6000,500,10,1.0,1,none
3,1693478389.8033817,1,0,6000,500,10,1.0,1,none
3,1693478389.8033817,5,0,6000,500,10,1.0,1,none
3,1693478389.8033817,5,0,6000,500,10,1.0,1,none
3,1693478389.8033817,60,0,6000,500,10,1.0,1,none
3,1693478389.8033817,10,0,6000,500,10,1.0,1,none
3,1693478389.8033817,5,0,6000,500,10,1.0,1,none
3,1693478389.8033817,1,0,6000,500,10,1.0,1,none
3,1693478389.8033817,30,0,6000,500,10,1.0,1,none
3,1693478389.8033817,1,0,6000,500,10,1.0,1,none
3,1693478389.8033817,10,0,6000,500,10,1.0,1,none
3,1693478389.8033817,60,1,6000,500,10,0.0,1,none
4,1693479865.8312757,1,0,6000,500,10,0.0,1,none
5,1693481912.1959114,1,0,6000,500,10,1.0,1,none
5,1693481912.1959114,10,0,6000,500,10,1.0,1,none
5,1693481912.1959114,5,0,6000,500,10,1.0,1,none
5,1693481912.1959114,5,0,6000,500,10,1.0,1,none
5,1693481912.1959114,1,0,6000,500,10,1.0,1,none
5,1693481912.1959114,60,0,6000,500,10,1.0,0,2_dark
6,1693485689.408708,1,0,6000,500,10,1.0,1,none
6,1693485689.408708,5,0,6000,500,10,1.0,1,none
6,1693485689.408708,5,0,6000,500,10,1.0,1,none
6,1693485689.408708,1,0,6000,500,10,1.0,1,none
6,1693485689.408708,30,0,6000,500,10,1.0,1,none
6,1693485689.408708,10,0,6000,500,10,1.0,1,none
6,1693485689.408708,60,0,6000,500,10,1.0,1,none
6,1693485689.408708,1,0,6000,500,10,1.0,1,none
6,1693485689.408708,5,0,6000,500,10,1.0,1,none
6,1693485689.408708,10,0,6000,500,10,1.0,1,none
6,1693485689.408708,60,0,6000,500,10,1.0,1,none
6,1693485689.408708,5,0,6000,500,10,1.0,1,none
6,1693485689.408708,1,0,6000,500,10,1.0,1,none
6,1693485689.408708,30,0,6000,500,10,1.0,1,none
6,1693485689.408708,10,0,6000,500,10,1.0,1,none
7,1693486554.2408173,5,0,6000,500,10,1.0,1,none
7,1693486554.2408173,5,0,6000,500,10,1.0,1,none
7,1693486554.2408173,30,0,6000,500,10,1.0,1,none
7,1693486554.2408173,60,1,6000,500,10,0.0,1,none
8,1693487481.3468177,10,0,6000,500,10,1.0,1,none
8,1693487481.3468177,30,0,6000,500,10,1.0,1,none
8,1693487481.3468177,1,0,6000,500,10,1.0,1,none
8,1693487481.3468177,30,1,6000,500,10,0.0,1,none
9,1693487771.8831685,10,0,6000,500,10,1.0,1,none
9,1693487771.8831685,5,0,6000,500,10,1.0,1,none
9,1693487771.8831685,1,0,6000,500,10,1.0,1,none
9,1693487771.8831685,5,0,6000,500,10,1.0,1,none
9,1693487771.8831685,60,0,6000,500,10,1.0,1,none
9,1693487771.8831685,1,0,6000,500,10,1.0,1,none
9,1693487771.8831685,60,0,6000,500,10,1.0,1,none
9,1693487771.8831685,30,0,6000,500,10,1.0,1,none
9,1693487771.8831685,10,0,6000,500,10,1.0,1,none
9,1693487771.8831685,30,0,6000,500,10,1.0,1,none
9,1693487771.8831685,5,0,6000,500,10,1.0,1,none
9,1693487771.8831685,1,0,6000,500,10,1.0,1,none
9,1693487771.8831685,5,0,6000,500,10,1.0,1,none
9,1693487771.8831685,10,0,6000,500,10,1.0,1,none
9,1693487771.8831685,1,0,6000,500,10,1.0,1,none
10,1693489386.7484455,30,0,6000,500,10,1.0,1,none
10,1693489386.7484455,5,0,6000,500,10,1.0,1,none
10,1693489386.7484455,10,0,6000,500,10,1.0,1,none
10,1693489386.7484455,30,0,6000,500,10,1.0,1,none
11,1693491367.2219527,5,1,6000,500,10,0.0,1,none
12,1693491614.4922729,5,0,6000,500,10,1.0,1,none
12,1693491614.4922729,10,0,6000,500,10,1.0,1,none
12,1693491614.4922729,5,0,6000,500,10,1.0,1,none
12,1693491614.4922729,60,0,6000,500,10,1.0,1,none
12,1693491614.4922729,5,0,6000,500,10,1.0,1,none
12,1693491614.4922729,5,0,6000,500,10,1.0,1,none
12,1693491614.4922729,1,0,6000,500,10,1.0,1,none
12,1693491614.4922729,1,0,6000,500,10,1.0,1,none
12,1693491614.4922729,30,0,6000,500,10,1.0,1,none
12,1693491614.4922729,30,0,6000,500,10,1.0,1,none
12,1693491614.4922729,10,1,6000,500,10,0.0,1,none
13,1693493058.124006,30,1,6000,500,10,0.0,1,none
14,1693493336.6070888,30,0,6000,500,10,1.0,1,none
14,1693493336.6070888,60,0,6000,500,10,1.0,0,2_dark
15,1693493607.807803,5,0,6000,500,10,1.0,1,none
15,1693493607.807803,60,0,6000,500,10,1.0,1,none
15,1693493607.807803,5,0,6000,500,10,1.0,1,none
15,1693493607.807803,5,0,6000,500,10,1.0,1,none
15,1693493607.807803,10,0,6000,500,10,1.0,1,none
15,1693493607.807803,30,0,6000,500,10,0.0,0,2_dark
16,1693494189.7563684,10,0,6000,500,10,1.0,1,none
16,1693494189.7563684,5,0,6000,500,10,1.0,1,none
16,1693494189.7563684,5,0,6000,500,10,1.0,1,none
16,1693494189.7563684,1,0,6000,500,10,1.0,1,none
16,1693494189.7563684,1,0,6000,500,10,1.0,1,none
16,1693494189.7563684,30,0,6000,500,10,1.0,1,none
16,1693494189.7563684,1,0,6000,500,10,1.0,1,none
16,1693494189.7563684,60,0,6000,500,10,1.0,1,none
16,1693494189.7563684,5,0,6000,500,10,1.0,1,none
16,1693494189.7563684,30,0,6000,500,10,1.0,1,none
16,1693494189.7563684,10,0,6000,500,10,1.0,1,none
16,1693494189.7563684,1,0,6000,500,10,1.0,1,none
16,1693494189.7563684,60,0,6000,500,10,1.0,1,none
16,1693494189.7563684,10,0,6000,500,10,1.0,1,none
16,1693494189.7563684,5,0,6000,500,10,1.0,1,none
17,1693494729.0595984,30,0,6000,500,10,1.0,1,none
17,1693494729.0595984,1,0,6000,500,10,1.0,1,none
17,1693494729.0595984,10,0,6000,500,10,0.0,1,empty
18,1693495600.6270673,10,0,6000,500,10,1.0,1,none
18,1693495600.6270673,10,0,6000,500,10,1.0,1,none
18,1693495600.6270673,60,0,6000,500,10,1.0,1,none
18,1693495600.6270673,60,1,6000,500,10,0.0,0,dark_reappeared
19,1693496469.9524417,1,0,6000,500,10,1.0,0,2_dark
20,1693497126.1351633,60,0,6000,500,10,1.0,1,none
20,1693497126.1351633,60,0,6000,500,10,1.0,1,none
20,1693497126.1351633,1,0,6000,500,10,1.0,1,none
20,1693497126.1351633,10,0,6000,500,10,1.0,0,2_dark
21,1693498346.018576,10,0,6000,500,10,1.0,1,none
21,1693498346.018576,1,0,6000,500,10,1.0,1,none
21,1693498346.018576,30,0,6000,500,10,1.0,1,none
21,1693498346.018576,30,0,6000,500,10,1.0,1,none
21,1693498346.018576,5,0,6000,500,10,1.0,0,2_dark
22,1693499751.002742,10,0,6000,500,10,1.0,1,none
22,1693499751.002742,1,0,6000,500,10,1.0,1,none
