event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_09_01_10_12_41    3    4    True    0    [[5, 3, 15], [1, 3, 15], [10, 3, 15], [1, 3, 15], [30, 3, 15], [10, 3, 15], [10, 4, 0]]    1    none
2    2023_09_01_10_18_36    3    4    True    0    [[10, 3, 15], [10, 3, 15], [1, 3, 15], [30, 3, 15], [5, 3, 15], [1, 3, 15], [5, 3, 15], [60, 3, 15], [30, 4, 0]]    1    none
3    2023_09_01_10_29_09    3    4    True    0    [[1, 3, 15], [5, 3, 15], [5, 3, 15], [5, 3, 15], [10, 4, 0]]    1    none
4    2023_09_01_10_37_33    3    4    True    0    [[5, 4, 0]]    1    none
5    2023_09_01_10_41_39    3    2    False    0    [[5, 2, 15]]    0    2_dark
6    2023_09_01_11_13_25    8    8    False    0    [[60, 8, 15], [10, 8, 15], [5, 8, 15], [1, 8, 15], [5, 8, 15], [5, 8, 15], [30, 8, 15], [1, 8, 15], [1, 8, 15], [10, 8, 15], [10, 8, 15], [60, 8, 15], [30, 8, 15], [1, 8, 15], [5, 8, 15]]    1    none
7    2023_09_01_11_30_46    6    7    True    0    [[60, 6, 15], [30, 6, 15], [10, 6, 15], [1, 6, 15], [60, 6, 15], [5, 6, 15], [5, 6, 15], [1, 6, 15], [1, 6, 15], [1, 6, 15], [5, 6, 15], [5, 6, 15], [30, 6, 15], [10, 6, 15], [10, 7, 0]]    1    none
8    2023_09_01_11_45_20    3    4    True    0    [[5, 3, 15], [60, 4, 0]]    1    none
9    2023_09_01_11_52_25    3    2    False    0    [[10, 3, 15], [5, 2, 15]]    0    2_dark
10    2023_09_01_11_54_47    8    8    False    0    [[5, 8, 15], [1, 8, 15], [60, 8, 15], [30, 8, 15], [1, 8, 15], [10, 8, 15], [1, 8, 15], [1, 8, 15], [5, 8, 15], [5, 8, 15], [5, 8, 15], [10, 8, 15], [30, 8, 15], [60, 8, 15], [10, 8, 15]]    1    none
11    2023_09_01_12_09_24    6    7    True    0    [[1, 6, 15], [5, 6, 15], [60, 7, 0]]    1    none
12    2023_09_01_12_42_31    5    6    True    0    [[60, 6, 0]]    1    none
13    2023_09_01_12_46_59    5    6    True    0    [[1, 5, 15], [1, 5, 15], [30, 6, 0]]    1    none
14    2023_09_01_12_59_39    4    5    True    0    [[1, 4, 15], [30, 5, 0]]    1    none
15    2023_09_01_13_06_03    3    4    False    0    [[5, 4, 15]]    1    none
16    2023_09_01_13_14_45    4    5    True    0    [[5, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
17    2023_09_01_13_37_52    4    5    True    0    [[5, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [1, 4, 15], [1, 4, 15], [60, 4, 15], [5, 4, 15], [30, 5, 0]]    1    none
18    2023_09_01_13_53_11    4    5    True    0    [[30, 5, 0]]    1    none
19    2023_09_01_14_23_57    3    4    True    0    [[30, 4, 0]]    1    none
20    2023_09_01_14_27_55    3    4    True    0    [[30, 4, 0]]    1    none
21    2023_09_01_14_39_26    3    4    True    0    [[10, 3, 15], [5, 4, 0]]    1    none
22    2023_09_01_14_50_53    3    4    True    0    [[60, 4, 0]]    1    none
23    2023_09_01_14_52_48    3    2    False    0    [[10, 3, 15], [10, 3, 15], [10, 2, 15]]    0    2_dark
24    2023_09_01_15_00_30    3    4    True    0    [[30, 4, 0]]    1    none
25    2023_09_01_15_06_37    3    4    True    0    [[1, 3, 15], [30, 3, 15], [5, 3, 15], [60, 3, 15], [1, 3, 15], [10, 4, 0]]    1    none
26    2023_09_01_15_32_46    5    6    True    0    [[1, 5, 15], [30, 5, 15], [1, 5, 15], [1, 5, 15], [5, 5, 15], [10, 6, 0]]    1    none
27    2023_09_01_15_43_01    5    6    True    0    [[1, 5, 15], [30, 6, 0]]    1    none
28    2023_09_01_15_58_22    5    6    True    0    [[5, 5, 15], [30, 6, 0]]    1    none
29    2023_09_01_16_04_50    5    6    True    0    [[5, 5, 15], [1, 5, 15], [1, 5, 15], [5, 5, 15], [5, 5, 15], [1, 5, 15], [10, 5, 15], [10, 5, 15], [60, 6, 0]]    1    none
30    2023_09_01_16_14_04    5    6    True    0    [[60, 6, 0]]    1    none
31    2023_09_01_16_40_03    4    5    True    0    [[5, 4, 15], [30, 5, 0]]    1    none
32    2023_09_01_16_51_34    4    5    True    0    [[5, 4, 15], [10, 5, 0]]    1    none
33    2023_09_01_16_56_33    4    5    True    0    [[5, 4, 15], [30, 5, 0]]    1    none
34    2023_09_01_17_00_23    4    5    True    0    [[10, 5, 0]]    1    none
35    2023_09_01_17_10_39    4    5    True    0    [[1, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [30, 5, 0]]    1    none
36    2023_09_01_17_18_29    4    5    True    0    [[1, 4, 15], [10, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
37    2023_09_01_17_26_01    4    3    False    0    [[5, 4, 15], [1, 4, 15], [5, 3, 15]]    0    2_dark
38    2023_09_01_17_36_02    5    6    True    0    [[60, 6, 0]]    1    none
39    2023_09_01_17_41_30    5    6    True    0    [[5, 5, 15], [5, 5, 15], [30, 6, 0]]    1    none
40    2023_09_01_17_48_22    5    6    True    0    [[1, 5, 15], [1, 5, 15], [1, 5, 15], [60, 6, 0]]    1    none
41    2023_09_01_17_55_55    5    6    True    0    [[30, 6, 0]]    1    none
42    2023_09_01_17_58_20    5    6    True    0    [[30, 6, 0]]    1    none
43    2023_09_01_18_20_21    4    5    True    0    [[10, 4, 15], [30, 5, 0]]    1    none
