frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    282968    82183
473.5    237684    72118
473.7    201534    61070
473.9    206226    53173
474.1    192343    46143
474.3    209431    54804
474.5    192048    52806
474.7    182688    47934
474.9    187444    43438
475.1    126989    32542
475.3    124676    31294
475.5    145759    33793
475.7    205653    48525
475.9    221376    61655
476.1    196875    54020
476.3    178581    47102
476.5    195392    51412
476.7    206507    57508
476.9    213768    57926
477.1    206059    67656
477.3    197237    58112
