frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    265414    79295
473.5    218621    61855
473.7    205343    54465
473.9    213772    53511
474.1    199772    56604
474.3    177508    53136
474.5    172207    53131
474.7    157026    41898
474.9    169654    42608
475.1    177330    41339
475.3    227498    55920
475.5    215456    59996
475.7    212999    59642
475.9    191435    46127
476.1    203124    57691
476.3    201501    54488
476.5    195440    57833
476.7    210165    66403
476.9    270666    84193
477.1    209107    52353
477.3    222070    63416
