event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1676282625.9296656,5,0,30,275,100,1.0,1,none
1,1676282625.9296656,10,0,30,275,100,1.0,1,none
1,1676282625.9296656,5,0,30,275,100,1.0,1,none
1,1676282625.9296656,5,0,30,275,100,1.0,1,none
1,1676282625.9296656,1,0,30,275,100,1.0,1,none
1,1676282625.9296656,30,0,30,275,100,1.0,1,none
1,1676282625.9296656,1,0,30,275,100,1.0,1,none
1,1676282625.9296656,5,0,30,275,100,1.0,1,none
1,1676282625.9296656,1,0,30,275,100,1.0,1,none
1,1676282625.9296656,10,0,30,275,100,1.0,1,none
1,1676282625.9296656,1,0,30,275,100,1.0,1,none
1,1676282625.9296656,120,1,30,275,100,0.0,1,none
2,1676284803.888078,30,1,30,275,100,0.0,1,none
3,1676285130.4859495,5,1,30,275,100,0.0,1,none
4,1676285496.3099823,10,0,30,275,100,1.0,1,none
4,1676285496.3099823,30,1,30,275,100,0.0,1,none
5,1676285697.096503,5,0,30,275,100,1.0,0,2_dark
5,1676285697.096503,5,0,30,275,100,1.0,1,none
5,1676285697.096503,30,0,30,275,100,1.0,1,none
5,1676285697.096503,1,0,30,275,100,1.0,1,none
5,1676285697.096503,30,0,30,275,100,1.0,1,none
5,1676285697.096503,1,0,30,275,100,1.0,1,none
5,1676285697.096503,120,0,30,275,100,1.0,1,none
5,1676285697.096503,60,0,30,275,100,1.0,1,none
5,1676285697.096503,1,0,30,275,100,1.0,1,none
5,1676285697.096503,10,0,30,275,100,1.0,1,none
5,1676285697.096503,10,0,30,275,100,1.0,1,none
5,1676285697.096503,5,1,30,275,100,0.0,1,none
6,1676286488.7634375,10,0,30,275,100,0.0,0,2_dark
7,1676288176.4935472,30,1,30,275,100,0.0,1,none
8,1676288555.8851562,120,1,30,275,100,1.0,1,dark_reappeared
8,1676288555.8851562,30,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,1,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,10,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,5,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,5,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,1,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,30,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,60,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,1,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,5,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,1,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,10,0,30,275,100,1.0,0,dark_reappeared
8,1676288555.8851562,10,0,30,275,100,1.0,0,2_dark
9,1676289943.3940823,1,0,30,275,100,1.0,1,none
9,1676289943.3940823,120,0,30,275,100,1.0,0,2_dark
9,1676289943.3940823,30,1,30,275,100,0.0,0,2_dark
10,1676290944.37521,1,0,30,275,100,1.0,1,none
10,1676290944.37521,10,0,30,275,100,1.0,1,none
10,1676290944.37521,30,0,30,275,100,1.0,1,none
10,1676290944.37521,60,0,30,275,100,1.0,1,none
10,1676290944.37521,120,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,1,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,10,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,5,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,30,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,5,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,5,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,10,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,1,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,1,0,30,275,100,1.0,0,2_dark
10,1676290944.37521,5,0,30,275,100,1.0,0,2_dark
11,1676294936.5052981,5,0,30,275,100,1.0,1,none
11,1676294936.5052981,1,0,30,275,100,1.0,1,none
11,1676294936.5052981,1,0,30,275,100,1.0,1,none
11,1676294936.5052981,5,0,30,275,100,1.0,1,none
11,1676294936.5052981,60,1,30,275,100,0.0,1,none
12,1676297294.3027885,120,0,30,275,100,1.0,1,none
12,1676297294.3027885,1,0,30,275,100,1.0,1,none
12,1676297294.3027885,1,0,30,275,100,1.0,1,none
12,1676297294.3027885,60,0,30,275,100,1.0,1,none
12,1676297294.3027885,5,0,30,275,100,1.0,1,none
12,1676297294.3027885,30,0,30,275,100,1.0,1,none
12,1676297294.3027885,1,0,30,275,100,1.0,1,none
12,1676297294.3027885,1,0,30,275,100,1.0,1,none
12,1676297294.3027885,10,1,30,275,100,0.0,1,none
13,1676298534.3476336,5,0,30,275,100,1.0,1,none
13,1676298534.3476336,1,0,30,275,100,1.0,1,none
13,1676298534.3476336,1,0,30,275,100,1.0,1,none
13,1676298534.3476336,10,0,30,275,100,1.0,1,none
13,1676298534.3476336,10,0,30,275,100,1.0,1,none
13,1676298534.3476336,1,0,30,275,100,1.0,1,none
13,1676298534.3476336,10,0,30,275,100,1.0,1,none
13,1676298534.3476336,5,0,30,275,100,1.0,1,none
13,1676298534.3476336,5,0,30,275,100,1.0,1,none
13,1676298534.3476336,30,0,30,275,100,1.0,1,none
13,1676298534.3476336,60,0,30,275,100,1.0,1,none
13,1676298534.3476336,30,0,30,275,100,1.0,1,none
13,1676298534.3476336,5,0,30,275,100,1.0,1,none
13,1676298534.3476336,1,0,30,275,100,1.0,1,none
13,1676298534.3476336,120,0,30,275,100,1.0,1,none
14,1676299643.020037,5,0,30,275,100,1.0,1,none
14,1676299643.020037,1,0,30,275,100,1.0,1,none
14,1676299643.020037,10,0,30,275,100,1.0,1,none
14,1676299643.020037,1,0,30,275,100,1.0,1,melting
14,1676299643.020037,60,0,30,275,100,1.0,1,none
14,1676299643.020037,30,0,30,275,100,1.0,1,none
14,1676299643.020037,1,0,30,275,100,0.3333,0,2_dark
15,1676300505.414487,30,0,30,275,100,1.0,1,none
15,1676300505.414487,30,0,30,275,100,1.0,1,none
15,1676300505.414487,5,0,30,275,100,1.0,1,none
15,1676300505.414487,120,1,30,275,100,0.0,1,none
16,1676301058.2880332,30,0,30,275,100,1.0,1,none
16,1676301058.2880332,10,0,30,275,100,1.0,1,none
16,1676301058.2880332,10,1,30,275,100,0.0,1,none
17,1676301591.1685038,30,0,30,275,100,1.0,1,none
17,1676301591.1685038,5,0,30,275,100,1.0,1,none
17,1676301591.1685038,10,0,30,275,100,1.0,1,none
17,1676301591.1685038,120,0,30,275,100,1.0,1,none
17,1676301591.1685038,10,0,30,275,100,1.0,1,none
17,1676301591.1685038,60,0,30,275,100,1.0,1,none
17,1676301591.1685038,1,0,30,275,100,1.0,1,none
17,1676301591.1685038,5,0,30,275,100,1.0,1,none
17,1676301591.1685038,1,0,30,275,100,1.0,1,none
17,1676301591.1685038,5,0,30,275,100,1.0,1,none
17,1676301591.1685038,30,0,30,275,100,1.0,1,none
17,1676301591.1685038,5,0,30,275,100,1.0,1,none
17,1676301591.1685038,1,0,30,275,100,1.0,1,none
17,1676301591.1685038,1,0,30,275,100,1.0,1,none
17,1676301591.1685038,10,0,30,275,100,1.0,1,none
18,1676302474.5397854,60,0,30,275,100,1.0,1,none
18,1676302474.5397854,1,0,30,275,100,1.0,1,none
18,1676302474.5397854,120,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,5,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,30,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,5,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,5,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,1,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,1,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,10,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,10,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,1,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,10,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,30,0,30,275,100,1.0,0,2_dark
18,1676302474.5397854,5,0,30,275,100,1.0,0,2_dark
19,1676303479.0142138,30,0,30,275,100,1.0,1,none
19,1676303479.0142138,1,0,30,275,100,1.0,1,none
19,1676303479.0142138,120,0,30,275,100,1.0,0,2_dark
19,1676303479.0142138,5,0,30,275,100,1.0,0,2_dark
19,1676303479.0142138,5,0,30,275,100,1.0,0,2_dark
19,1676303479.0142138,10,0,30,275,100,1.0,0,2_dark
19,1676303479.0142138,1,0,30,275,100,1.0,0,2_dark
19,1676303479.0142138,1,0,30,275,100,1.0,0,2_dark
19,1676303479.0142138,1,0,30,275,100,1.0,0,2_dark
