event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_02_21_10_51_03    2    3    True    0    [[1, 2, 15], [1, 2, 15], [5, 2, 15], [1, 2, 15], [5, 2, 15], [5, 3, 0]]    1    melting
2    2023_02_21_10_55_27    2    3    True    0    [[5, 2, 15], [120, 3, 0]]    1    none
3    2023_02_21_11_08_31    3    2    False    0    [[1, 2, 15]]    0    2_dark
4    2023_02_21_11_16_01    6    7    True    0    [[120, 6, 15], [5, 6, 15], [10, 6, 15], [10, 6, 15], [5, 6, 15], [5, 6, 15], [1, 6, 15], [5, 6, 15], [1, 6, 15], [30, 6, 15], [30, 6, 15], [1, 6, 15], [1, 6, 15], [10, 7, 0]]    1    none
5    2023_02_21_11_24_32    6    7    True    0    [[120, 7, 0]]    0    dark_reappeared
6    2023_02_21_11_31_54    6    7    True    0    [[120, 7, 0]]    0    dark_reappeared
7    2023_02_21_11_41_04    4    5    True    0    [[120, 5, 0]]    1    none
8    2023_02_21_11_47_08    4    5    True    0    [[30, 4, 15], [1, 4, 15], [5, 4, 15], [10, 5, 0]]    1    none
9    2023_02_21_11_53_44    4    5    True    0    [[1, 4, 15], [1, 4, 15], [10, 5, 0]]    1    none
10    2023_02_21_11_59_58    4    5    True    0    [[1, 4, 15], [120, 5, 0]]    1    none
11    2023_02_21_12_09_32    3    2    False    0    [[5, 3, 15], [30, 3, 15], [1, 3, 15], [1, 2, 15]]    0    2_dark
12    2023_02_21_12_27_32    3    2    False    0    [[5, 2, 15]]    0    2_dark
13    2023_02_21_12_31_37    4    5    True    0    [[10, 4, 15], [1, 4, 15], [5, 4, 15], [30, 4, 15], [30, 5, 0]]    1    none
14    2023_02_21_12_40_45    3    4    True    0    [[120, 3, 15], [5, 3, 15], [10, 3, 15], [5, 3, 15], [1, 3, 15], [60, 4, 0]]    1    none
15    2023_02_21_12_50_51    3    4    True    0    [[1, 3, 15], [1, 3, 15], [1, 3, 15], [60, 4, 0]]    0    dark_reappeared
16    2023_02_21_12_58_19    3    4    True    0    [[60, 3, 15], [10, 4, 0]]    1    none
17    2023_02_21_13_00_28    3    4    True    0    [[30, 4, 0]]    1    none
18    2023_02_21_13_14_36    3    4    True    0    [[1, 3, 15], [5, 3, 15], [1, 3, 15], [120, 4, 0]]    0    dark_reappeared
19    2023_02_21_13_24_44    3    4    True    0    [[1, 3, 15], [5, 3, 15], [5, 3, 15], [1, 3, 15], [10, 3, 15], [5, 3, 15], [10, 3, 15], [1, 3, 15], [30, 4, 0]]    1    none
20    2023_02_21_13_28_39    3    4    True    0    [[1, 3, 15], [120, 4, 0]]    1    none
21    2023_02_21_13_45_23    2    3    True    0    [[1, 2, 15], [60, 3, 0]]    1    none
22    2023_02_21_13_57_54    2    3    True    0    [[10, 2, 15], [30, 2, 15], [5, 2, 15], [10, 2, 15], [1, 2, 15], [60, 3, 0]]    1    none
23    2023_02_21_14_28_23    4    5    True    0    [[1, 4, 15], [10, 4, 15], [30, 5, 0]]    1    none
24    2023_02_21_14_38_54    4    5    True    0    [[5, 4, 15], [60, 5, 0]]    1    none
25    2023_02_21_14_45_27    4    5    True    0    [[1, 4, 15], [1, 4, 15], [10, 4, 15], [120, 5, 0]]    0    dark_reappeared
26    2023_02_21_14_59_54    3    4    True    0    [[30, 4, 0]]    1    none
27    2023_02_21_15_05_07    3    4    True    0    [[1, 3, 15], [1, 3, 15], [1, 3, 15], [30, 4, 0]]    1    none
