event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1676456296.3917122,1,0,60,267,100,1.0,1,none
1,1676456296.3917122,5,0,60,267,100,1.0,1,none
1,1676456296.3917122,10,0,60,267,100,1.0,1,none
1,1676456296.3917122,5,0,60,267,100,1.0,1,none
1,1676456296.3917122,1,0,60,267,100,1.0,1,melting
1,1676456296.3917122,60,1,60,267,100,0.0,1,none
2,1676456784.8933454,10,0,60,267,100,1.0,1,none
2,1676456784.8933454,5,1,60,267,100,0.0,1,none
3,1676456844.0768785,10,1,60,267,100,0.0,1,none
4,1676456898.24394,30,1,60,267,100,0.0,1,none
5,1676457317.0596201,5,0,60,267,100,1.0,1,none
5,1676457317.0596201,60,1,60,267,100,0.0,1,none
6,1676457728.3448281,5,0,60,267,100,1.0,1,none
6,1676457728.3448281,30,0,60,267,100,1.0,0,2_dark
6,1676457728.3448281,10,1,60,267,100,0.0,0,2_dark
7,1676457945.8508003,1,0,60,267,100,1.0,1,none
7,1676457945.8508003,1,0,60,267,100,1.0,1,none
7,1676457945.8508003,5,0,60,267,100,1.0,1,none
7,1676457945.8508003,5,1,60,267,100,0.0,1,none
8,1676458305.7855122,30,1,60,267,100,0.0,1,none
9,1676458749.3764124,5,0,60,267,100,1.0,0,2_dark
10,1676458850.9905057,1,0,60,267,100,1.0,1,none
10,1676458850.9905057,60,1,60,267,100,0.0,1,none
11,1676459258.2577288,10,1,60,267,100,0.0,1,none
12,1676459611.357114,10,1,60,267,100,1.0,1,dark_reappeared
12,1676459611.357114,1,1,60,267,100,0.0,1,dark_reappeared
13,1676459861.36342,1,0,60,267,100,1.0,1,none
13,1676459861.36342,120,1,60,267,100,0.0,1,none
14,1676460771.712905,5,0,60,267,100,1.0,1,none
14,1676460771.712905,5,1,60,267,100,0.0,1,none
15,1676461032.704766,1,0,60,267,100,1.0,1,none
15,1676461032.704766,120,1,60,267,100,0.0,1,none
16,1676462726.0474076,10,1,60,267,100,0.0,1,none
17,1676463797.5571706,30,1,60,267,100,0.0,0,2_dark
18,1676463958.2025728,5,1,60,267,100,0.0,1,none
19,1676465753.802462,10,0,60,267,100,1.0,0,dark_ion_loss
19,1676465753.802462,5,1,60,267,100,0.0,1,none
20,1676466303.1738794,30,1,60,267,100,0.0,1,none
21,1676466726.8330314,10,1,60,267,100,0.0,1,none
22,1676469381.8025603,1,0,60,267,100,1.0,1,none
22,1676469381.8025603,5,0,60,267,100,1.0,1,none
22,1676469381.8025603,5,0,60,267,100,1.0,1,none
22,1676469381.8025603,30,1,60,267,100,0.0,1,none
23,1676469839.1921678,60,1,60,267,100,0.0,1,none
24,1676470600.1007655,1,0,60,267,100,1.0,1,none
24,1676470600.1007655,10,1,60,267,100,0.0,1,none
25,1676472059.482349,5,0,60,267,100,1.0,1,none
25,1676472059.482349,10,1,60,267,100,0.0,1,none
26,1676472626.2756183,60,1,60,267,100,0.0,1,none
27,1676472796.9795551,30,1,60,267,100,0.0,1,none
28,1676473171.9995801,10,1,60,267,100,0.0,1,none
