event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1676543247.4490502,30,0,6,255,100,1.0,1,none
1,1676543247.4490502,5,0,6,255,100,1.0,1,none
1,1676543247.4490502,5,0,6,255,100,1.0,1,none
1,1676543247.4490502,10,0,6,255,100,1.0,1,none
1,1676543247.4490502,5,0,6,255,100,1.0,1,none
1,1676543247.4490502,1,0,6,255,100,1.0,1,none
1,1676543247.4490502,5,0,6,255,100,1.0,1,none
1,1676543247.4490502,1,0,6,255,100,1.0,1,none
1,1676543247.4490502,30,1,6,255,100,0.0,1,none
2,1676543524.8983593,30,1,6,255,100,0.0,1,none
3,1676544240.295455,10,0,6,255,100,0.0,0,melting
4,1676544631.7492864,1,0,6,255,100,1.0,1,none
4,1676544631.7492864,5,0,6,255,100,1.0,1,none
4,1676544631.7492864,1,0,6,255,100,1.0,1,none
4,1676544631.7492864,5,0,6,255,100,1.0,1,none
4,1676544631.7492864,5,0,6,255,100,1.0,1,none
4,1676544631.7492864,1,0,6,255,100,1.0,1,none
4,1676544631.7492864,60,1,6,255,100,0.0,1,none
5,1676545408.1696153,1,0,6,255,100,1.0,1,none
5,1676545408.1696153,5,0,6,255,100,1.0,1,none
5,1676545408.1696153,5,0,6,255,100,1.0,1,none
5,1676545408.1696153,60,1,6,255,100,0.0,1,none
6,1676545787.500469,1,0,6,255,100,1.0,1,none
6,1676545787.500469,30,0,6,255,100,1.0,1,none
6,1676545787.500469,1,0,6,255,100,1.0,1,none
6,1676545787.500469,5,0,6,255,100,1.0,1,none
6,1676545787.500469,5,0,6,255,100,1.0,1,none
6,1676545787.500469,30,1,6,255,100,0.0,1,none
7,1676546244.1272547,5,0,6,255,100,1.0,1,none
7,1676546244.1272547,120,1,6,255,100,0.0,1,none
8,1676547440.0443096,5,0,6,255,100,1.0,0,2_dark
9,1676547578.686047,1,0,6,255,100,1.0,1,none
9,1676547578.686047,1,0,6,255,100,1.0,1,none
9,1676547578.686047,10,0,6,255,100,1.0,1,none
9,1676547578.686047,5,0,6,255,100,1.0,1,none
9,1676547578.686047,120,1,6,255,100,0.0,1,none
10,1676548298.3651738,1,0,6,255,100,1.0,1,none
10,1676548298.3651738,1,0,6,255,100,1.0,1,none
10,1676548298.3651738,10,1,6,255,100,0.0,1,none
11,1676548850.8588052,30,1,6,255,100,0.0,1,none
12,1676549714.1641033,5,1,6,255,100,0.0,1,none
13,1676549997.856553,5,0,6,255,100,1.0,1,none
13,1676549997.856553,5,0,6,255,100,1.0,1,none
13,1676549997.856553,5,0,6,255,100,1.0,1,none
13,1676549997.856553,60,1,6,255,100,0.0,1,none
14,1676550438.2939496,60,1,6,255,100,0.0,1,none
15,1676550777.7480366,30,1,6,255,100,0.0,1,none
16,1676551051.560995,30,0,6,255,100,1.0,1,none
16,1676551051.560995,30,1,6,255,100,0.0,1,none
17,1676551691.913347,120,0,6,255,100,1.0,0,2_dark
17,1676551691.913347,5,0,6,255,100,1.0,0,2_dark
17,1676551691.913347,10,1,6,255,100,0.0,0,2_dark
18,1676552727.7475321,5,1,6,255,100,0.0,1,none
19,1676553082.0648046,1,0,6,255,100,1.0,1,none
19,1676553082.0648046,10,0,6,255,100,1.0,1,none
19,1676553082.0648046,10,0,6,255,100,1.0,1,none
19,1676553082.0648046,5,0,6,255,100,1.0,1,none
19,1676553082.0648046,10,0,6,255,100,1.0,1,none
19,1676553082.0648046,1,0,6,255,100,1.0,1,none
19,1676553082.0648046,5,0,6,255,100,1.0,1,none
19,1676553082.0648046,60,1,6,255,100,0.0,1,none
20,1676553911.7599201,1,0,6,255,100,1.0,1,none
20,1676553911.7599201,30,0,6,255,100,1.0,1,none
20,1676553911.7599201,5,0,6,255,100,1.0,1,none
20,1676553911.7599201,5,0,6,255,100,1.0,1,none
20,1676553911.7599201,1,0,6,255,100,1.0,1,none
20,1676553911.7599201,10,0,6,255,100,1.0,1,none
20,1676553911.7599201,1,0,6,255,100,1.0,1,none
20,1676553911.7599201,60,1,6,255,100,0.0,1,none
21,1676555986.1254785,10,0,6,255,100,1.0,1,none
21,1676555986.1254785,1,0,6,255,100,1.0,1,none
21,1676555986.1254785,5,0,6,255,100,1.0,1,none
21,1676555986.1254785,1,0,6,255,100,1.0,0,dark_ion_loss
21,1676555986.1254785,120,1,6,255,100,0.0,1,dark_ion_loss
22,1676557742.5191426,1,0,6,255,100,1.0,1,none
22,1676557742.5191426,5,0,6,255,100,1.0,1,melting
22,1676557742.5191426,1,0,6,255,100,1.0,1,none
22,1676557742.5191426,5,0,6,255,100,1.0,1,none
22,1676557742.5191426,10,0,6,255,100,1.0,1,none
22,1676557742.5191426,5,0,6,255,100,1.0,1,none
22,1676557742.5191426,120,1,6,255,100,1.0,1,dark_reappeared
22,1676557742.5191426,30,0,6,255,100,1.0,0,dark_reappeared
22,1676557742.5191426,10,0,6,255,100,1.0,0,dark_reappeared
22,1676557742.5191426,1,0,6,255,100,1.0,0,dark_reappeared
22,1676557742.5191426,5,0,6,255,100,1.0,0,dark_reappeared
22,1676557742.5191426,1,0,6,255,100,1.0,0,dark_reappeared
22,1676557742.5191426,30,0,6,255,100,1.0,0,dark_reappeared
22,1676557742.5191426,60,1,6,255,100,0.0,0,dark_reappeared
23,1676558807.980409,1,0,6,255,100,1.0,1,none
23,1676558807.980409,5,0,6,255,100,1.0,1,none
23,1676558807.980409,120,1,6,255,100,0.0,1,none
24,1676559606.3766084,10,0,6,255,100,1.0,0,2_dark
24,1676559606.3766084,5,0,6,255,100,1.0,0,2_dark
24,1676559606.3766084,60,1,6,255,100,0.0,0,2_dark
25,1676560041.227689,5,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,5,0,6,255,100,1.0,1,none
25,1676560041.227689,1,0,6,255,100,1.0,1,none
25,1676560041.227689,120,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,60,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,5,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,10,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,30,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,1,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,1,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,10,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,30,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,5,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,10,0,6,255,100,1.0,0,2_dark
25,1676560041.227689,1,0,6,255,100,1.0,0,2_dark
26,1676560650.1100268,60,1,6,255,100,0.0,1,none
