event_number,event_time_[s],diss_exposure_time_[s],diss_succes,diss_power_[muW],diss_wavelength_[nm],pp_divider,ratio_dark_ion_events,use_data,reason
1,1675852894.378932,1,0,6,265,100,1.0,1,none
1,1675852894.378932,5,0,6,265,100,1.0,1,none
1,1675852894.378932,5,0,6,265,100,1.0,1,none
1,1675852894.378932,1,0,6,265,100,1.0,1,none
1,1675852894.378932,5,0,6,265,100,1.0,1,none
1,1675852894.378932,30,0,6,265,100,1.0,0,2_dark
1,1675852894.378932,60,1,6,265,100,0.0,1,none
2,1675853467.9659858,1,0,6,265,100,1.0,1,none
2,1675853467.9659858,1,0,6,265,100,1.0,1,none
2,1675853467.9659858,10,1,6,265,100,1.0,1,none
2,1675853467.9659858,5,0,6,265,100,1.0,1,dark_reappeared
2,1675853467.9659858,30,1,6,265,100,0.0,1,dark_reappeared
3,1675853896.7571068,1,0,6,265,100,1.0,1,none
3,1675853896.7571068,10,0,6,265,100,1.0,1,none
3,1675853896.7571068,1,0,6,265,100,1.0,1,none
3,1675853896.7571068,30,0,6,265,100,1.0,1,none
3,1675853896.7571068,10,0,6,265,100,0.4667,0,2_dark
4,1675855021.0963821,1,0,6,265,100,1.0,1,none
4,1675855021.0963821,1,0,6,265,100,1.0,1,none
4,1675855021.0963821,1,0,6,265,100,0.7333,0,2_dark
5,1675856684.1842406,1,0,6,265,100,1.0,1,none
5,1675856684.1842406,5,0,6,265,100,1.0,1,none
5,1675856684.1842406,120,1,6,265,100,0.0,1,none
6,1675858319.1922898,120,1,6,265,100,0.0,1,none
7,1675859086.313628,30,0,6,265,100,1.0,1,none
7,1675859086.313628,5,0,6,265,100,1.0,1,none
7,1675859086.313628,5,1,6,265,100,0.0,1,none
8,1675859381.2757618,10,1,6,265,100,0.0,1,none
9,1675859750.2783964,1,1,6,265,100,0.0,1,none
10,1675861674.7095954,5,0,6,265,100,1.0,1,none
10,1675861674.7095954,5,0,6,265,100,1.0,1,none
10,1675861674.7095954,30,0,6,265,100,1.0,1,none
10,1675861674.7095954,1,0,6,265,100,1.0,1,none
10,1675861674.7095954,30,0,6,265,100,1.0,1,none
10,1675861674.7095954,120,1,6,265,100,0.0,1,none
11,1675862180.5356286,1,0,6,265,100,1.0,1,none
11,1675862180.5356286,10,0,6,265,100,1.0,1,none
11,1675862180.5356286,10,1,6,265,100,0.0,1,none
12,1675863133.3185065,1,0,6,265,100,1.0,1,none
12,1675863133.3185065,120,1,6,265,100,0.0,1,none
13,1675863949.3721323,10,0,6,265,100,1.0,1,none
13,1675863949.3721323,1,0,6,265,100,1.0,1,none
13,1675863949.3721323,5,0,6,265,100,1.0,1,none
13,1675863949.3721323,10,0,6,265,100,1.0,1,none
13,1675863949.3721323,30,0,6,265,100,1.0,1,none
13,1675863949.3721323,1,1,6,265,100,0.0,1,none
14,1675864410.722832,5,0,6,265,100,1.0,1,none
14,1675864410.722832,1,0,6,265,100,1.0,1,none
14,1675864410.722832,120,1,6,265,100,0.0,1,none
15,1675864775.747513,30,1,6,265,100,0.0,1,none
16,1675865151.121324,10,0,6,265,100,1.0,1,none
16,1675865151.121324,10,0,6,265,100,1.0,1,none
16,1675865151.121324,5,0,6,265,100,1.0,1,none
16,1675865151.121324,1,0,6,265,100,1.0,1,none
16,1675865151.121324,5,1,6,265,100,0.0,1,none
17,1675865901.8306613,120,1,6,265,100,0.0,1,none
18,1675866348.3714998,10,1,6,265,100,0.0,1,none
19,1675866766.7047265,5,0,6,265,100,1.0,1,none
19,1675866766.7047265,60,1,6,265,100,0.0,1,none
20,1675867242.8052728,5,0,6,265,100,1.0,1,none
20,1675867242.8052728,120,1,6,265,100,0.0,1,none
21,1675868641.0137463,10,0,6,265,100,1.0,1,none
21,1675868641.0137463,120,1,6,265,100,0.0,1,none
22,1675869046.3856955,10,0,6,265,100,1.0,1,none
22,1675869046.3856955,30,0,6,265,100,1.0,1,none
22,1675869046.3856955,5,0,6,265,100,1.0,1,none
22,1675869046.3856955,30,1,6,265,100,0.0,1,none
23,1675869501.3168597,10,0,6,265,100,1.0,1,none
23,1675869501.3168597,5,0,6,265,100,1.0,1,none
23,1675869501.3168597,1,0,6,265,100,1.0,1,none
23,1675869501.3168597,5,0,6,265,100,1.0,1,none
23,1675869501.3168597,1,0,6,265,100,1.0,1,none
23,1675869501.3168597,5,0,6,265,100,1.0,1,none
23,1675869501.3168597,1,0,6,265,100,1.0,1,none
23,1675869501.3168597,120,1,6,265,100,0.0,1,none
24,1675870120.5677745,1,0,6,265,100,1.0,1,none
24,1675870120.5677745,1,1,6,265,100,0.0,1,none
25,1675870320.5788746,120,1,6,265,100,0.0,0,2_dark
