event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_02_16_11_27_27    2    3    True    0    [[30, 2, 15], [5, 2, 15], [5, 2, 15], [10, 2, 15], [5, 2, 15], [1, 2, 15], [5, 2, 15], [1, 2, 15], [30, 3, 0]]    1    none
2    2023_02_16_11_32_04    2    3    True    0    [[30, 3, 0]]    1    none
3    2023_02_16_11_44_00    0    0    False    0    [[10, 0, 0]]    1    melting
4    2023_02_16_11_50_31    3    4    True    0    [[1, 3, 15], [5, 3, 15], [1, 3, 15], [5, 3, 15], [5, 3, 15], [1, 3, 15], [60, 4, 0]]    1    none
5    2023_02_16_12_03_28    3    4    True    0    [[1, 3, 15], [5, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
6    2023_02_16_12_09_47    3    4    True    0    [[1, 3, 15], [30, 3, 15], [1, 3, 15], [5, 3, 15], [5, 3, 15], [30, 4, 0]]    1    none
7    2023_02_16_12_17_24    3    4    True    0    [[5, 3, 15], [120, 4, 0]]    1    none
8    2023_02_16_12_37_20    2    2    False    0    [[5, 2, 15]]    0    2_dark
9    2023_02_16_12_39_38    3    4    True    0    [[1, 3, 15], [1, 3, 15], [10, 3, 15], [5, 3, 15], [120, 4, 0]]    1    none
10    2023_02_16_12_51_38    3    4    True    0    [[1, 3, 15], [1, 3, 15], [10, 4, 0]]    1    none
11    2023_02_16_13_00_50    3    4    True    0    [[30, 4, 0]]    1    none
12    2023_02_16_13_15_14    3    4    True    0    [[5, 4, 0]]    1    none
13    2023_02_16_13_19_57    3    4    True    0    [[5, 3, 15], [5, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
14    2023_02_16_13_27_18    3    4    True    0    [[60, 4, 0]]    1    none
15    2023_02_16_13_32_57    3    4    True    0    [[30, 4, 0]]    1    none
16    2023_02_16_13_37_31    3    4    True    0    [[30, 3, 15], [30, 4, 0]]    1    none
17    2023_02_16_13_48_11    3    4    True    0    [[120, 3, 15], [5, 3, 15], [10, 4, 0]]    1    none
18    2023_02_16_14_05_27    2    3    True    0    [[5, 3, 0]]    1    none
19    2023_02_16_14_11_22    2    3    True    0    [[1, 2, 15], [10, 2, 15], [10, 2, 15], [5, 2, 15], [10, 2, 15], [1, 2, 15], [5, 2, 15], [60, 3, 0]]    1    none
20    2023_02_16_14_25_11    2    3    True    0    [[1, 2, 15], [30, 2, 15], [5, 2, 15], [5, 2, 15], [1, 2, 15], [10, 2, 15], [1, 2, 15], [60, 3, 0]]    1    none
21    2023_02_16_14_59_46    2    3    True    0    [[10, 2, 15], [1, 2, 15], [5, 2, 15], [1, 2, 15], [120, 3, 0]]    0    dark_reappeared
22    2023_02_16_15_29_02    2    3    True    0    [[1, 2, 15], [5, 2, 15], [1, 2, 15], [5, 2, 15], [10, 2, 15], [5, 2, 15], [120, 2, 15], [30, 2, 15], [10, 2, 15], [1, 2, 15], [5, 2, 15], [1, 2, 15], [30, 2, 15], [60, 3, 0]]    1    none
23    2023_02_16_15_46_47    2    3    True    0    [[1, 2, 15], [5, 2, 15], [120, 3, 0]]    1    none
24    2023_02_16_16_00_06    2    3    True    0    [[10, 2, 15], [5, 2, 15], [60, 3, 0]]    1    none
25    2023_02_16_16_07_21    2    2    False    0    [[5, 2, 15], [5, 2, 15], [1, 2, 15], [120, 2, 15], [60, 2, 15], [5, 2, 15], [10, 2, 15], [30, 2, 15], [1, 2, 15], [1, 2, 15], [10, 2, 15], [30, 2, 15], [5, 2, 15], [10, 2, 15], [1, 2, 15]]    1    none
26    2023_02_16_16_17_30    3    4    True    0    [[60, 4, 0]]    1    none
