event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_02_09_09_57_16    3    4    True    0    [[1, 3, 15], [10, 3, 15], [10, 4, 0]]    1    none
2    2023_02_09_09_58_55    3    4    True    0    [[1, 3, 15], [1, 3, 15], [60, 4, 0]]    0    dark_reappeared
3    2023_02_09_10_02_01    3    4    True    0    [[10, 4, 0]]    1    none
4    2023_02_09_10_13_37    4    5    True    0    [[1, 5, 0]]    1    none
5    2023_02_09_10_16_13    4    0    False    0    [[5, 0, 0]]    0    2_dark
6    2023_02_09_10_20_50    2    3    True    0    [[1, 2, 15], [30, 3, 0]]    1    none
7    2023_02_09_10_25_02    2    3    True    0    [[30, 2, 15], [10, 2, 15], [1, 2, 15], [5, 2, 15], [1, 2, 15], [10, 2, 15], [120, 2, 15], [1, 2, 15], [60, 3, 0]]    1    none
8    2023_02_09_10_36_31    2    3    True    0    [[10, 3, 0]]    1    none
9    2023_02_09_10_49_53    3    2    False    0    [[5, 2, 15]]    0    2_dark
10    2023_02_09_10_53_48    2    3    True    0    [[10, 2, 15], [60, 3, 0]]    1    none
11    2023_02_09_11_00_57    2    3    True    0    [[1, 2, 15], [5, 2, 15], [1, 2, 15], [1, 2, 15], [5, 3, 0]]    1    none
12    2023_02_09_11_18_11    4    5    True    0    [[1, 4, 15], [10, 4, 15], [1, 4, 15], [10, 4, 15], [120, 5, 0]]    1    none
13    2023_02_09_11_26_25    3    4    True    0    [[5, 3, 15], [1, 3, 15], [30, 3, 15], [5, 4, 0]]    1    none
14    2023_02_09_11_30_39    3    2    False    0    [[5, 3, 15], [1, 3, 15], [1, 2, 15]]    0    2_dark
15    2023_02_09_11_46_04    4    5    True    0    [[5, 4, 15], [30, 5, 0]]    1    none
16    2023_02_09_11_54_29    4    5    True    0    [[5, 4, 15], [10, 5, 0]]    1    melting
17    2023_02_09_12_01_41    4    5    True    0    [[1, 4, 15], [10, 4, 15], [5, 5, 0]]    1    none
18    2023_02_09_12_09_15    4    5    True    0    [[10, 4, 15], [1, 4, 15], [5, 4, 15], [5, 4, 15], [10, 4, 15], [5, 4, 15], [5, 4, 15], [1, 4, 15], [1, 4, 15], [60, 5, 0]]    1    none
19    2023_02_09_12_19_05    4    5    True    0    [[10, 5, 0]]    1    none
20    2023_02_09_12_25_25    4    5    True    0    [[1, 4, 15], [10, 4, 15], [5, 4, 15], [30, 5, 0]]    1    none
21    2023_02_09_12_30_05    4    5    True    0    [[1, 4, 15], [1, 4, 15], [5, 4, 15], [1, 4, 15], [10, 4, 15], [30, 4, 15], [10, 5, 0]]    1    none
22    2023_02_09_12_50_32    3    4    True    0    [[1, 3, 15], [60, 4, 0]]    1    none
23    2023_02_09_12_54_14    3    4    True    0    [[60, 4, 0]]    1    none
24    2023_02_09_12_57_25    3    4    True    0    [[5, 3, 15], [10, 3, 15], [30, 4, 0]]    1    none
25    2023_02_09_13_14_18    2    3    True    0    [[10, 3, 0]]    1    none
26    2023_02_09_13_20_18    2    1    False    0    [[5, 1, 15]]    0    2_dark
27    2023_02_09_13_35_52    3    4    True    0    [[5, 3, 15], [1, 4, 0]]    1    none
28    2023_02_09_13_45_44    3    4    True    0    [[10, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
29    2023_02_09_13_53_10    2    3    False    0    [[60, 3, 15]]    0    2_dark
30    2023_02_09_14_00_49    3    4    True    0    [[1, 3, 15], [30, 3, 15], [5, 3, 15], [30, 3, 15], [1, 3, 15], [5, 3, 15], [1, 3, 15], [120, 4, 0]]    1    none
31    2023_02_09_14_11_34    3    4    True    0    [[30, 3, 15], [1, 3, 15], [30, 3, 15], [1, 3, 15], [120, 4, 0]]    1    none
32    2023_02_09_14_28_12    3    4    True    0    [[10, 3, 15], [60, 4, 0]]    1    none
33    2023_02_09_14_31_22    3    4    True    0    [[30, 3, 15], [5, 3, 15], [10, 3, 15], [30, 3, 15], [5, 3, 15], [10, 3, 15], [60, 4, 0]]    1    none
34    2023_02_09_14_41_12    3    2    False    0    [[5, 3, 15], [1, 3, 15], [5, 2, 15]]    0    2_dark
35    2023_02_09_14_49_37    2    3    True    0    [[1, 2, 15], [10, 2, 15], [10, 2, 15], [5, 2, 15], [60, 3, 0]]    1    none
36    2023_02_09_14_53_57    2    3    True    0    [[10, 2, 15], [30, 2, 15], [5, 2, 15], [5, 2, 15], [120, 3, 0]]    1    none
37    2023_02_09_15_00_20    2    3    True    0    [[5, 2, 15], [60, 3, 0]]    1    none
