event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_02_14_10_38_48    2    3    True    0    [[1, 2, 15], [10, 2, 15], [60, 3, 0]]    1    none
2    2023_02_14_10_46_29    2    3    True    0    [[10, 3, 0]]    1    none
3    2023_02_14_11_05_41    2    3    True    0    [[10, 2, 15], [1, 2, 15], [5, 2, 15], [120, 3, 0]]    1    none
4    2023_02_14_11_19_47    2    3    True    0    [[30, 3, 0]]    1    none
5    2023_02_14_11_21_22    1    2    False    0    [[30, 2, 15]]    0    2_dark
6    2023_02_14_11_27_58    2    3    True    0    [[10, 3, 0]]    1    none
7    2023_02_14_11_39_19    2    3    True    0    [[1, 2, 15], [120, 3, 0]]    1    none
8    2023_02_14_11_43_39    2    3    True    0    [[60, 3, 0]]    1    none
9    2023_02_14_11_50_34    2    0    False    0    [[10, 0, 0]]    0    2_dark
10    2023_02_14_12_19_03    3    4    True    0    [[60, 4, 0]]    1    none
11    2023_02_14_12_24_47    3    4    True    0    [[10, 4, 0]]    1    none
12    2023_02_14_12_30_50    3    0    False    0    [[10, 3, 15], [30, 3, 15], [1, 3, 15], [120, 0, 0]]    1    empty
13    2023_02_14_12_47_31    3    4    True    0    [[1, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
14    2023_02_14_12_55_04    3    4    True    0    [[5, 3, 15], [5, 4, 0]]    1    none
15    2023_02_14_13_06_14    3    4    True    0    [[60, 4, 0]]    1    none
16    2023_02_14_13_12_22    3    4    True    0    [[5, 3, 15], [10, 3, 15], [10, 4, 0]]    1    none
17    2023_02_14_13_38_00    3    4    True    0    [[5, 3, 15], [1, 3, 15], [30, 3, 15], [120, 4, 0]]    1    none
18    2023_02_14_13_52_55    2    3    True    0    [[30, 3, 0]]    1    empty
19    2023_02_14_13_57_00    2    0    False    0    [[1, 2, 15], [1, 2, 15], [10, 2, 15], [1, 0, 0]]    0    2_dark
20    2023_02_14_14_07_04    3    4    True    0    [[10, 3, 15], [1, 3, 15], [1, 3, 15], [5, 4, 0]]    1    none
21    2023_02_14_14_13_50    3    4    True    0    [[1, 3, 15], [1, 3, 15], [10, 4, 0]]    1    none
22    2023_02_14_14_20_17    3    4    True    0    [[5, 3, 15], [5, 3, 15], [60, 4, 0]]    1    none
23    2023_02_14_14_36_15    3    4    False    0    [[120, 4, 15]]    1    none
24    2023_02_14_14_50_57    4    3    False    0    [[10, 4, 15], [1, 4, 15], [10, 3, 15]]    0    2_dark
25    2023_02_14_14_58_54    3    4    True    0    [[1, 3, 15], [5, 3, 15], [30, 4, 0]]    1    none
26    2023_02_14_15_11_05    3    4    True    0    [[5, 3, 15], [60, 4, 0]]    0    dark_reappeared
27    2023_02_14_15_18_06    3    4    True    0    [[30, 4, 0]]    1    none
28    2023_02_14_15_30_07    3    4    True    0    [[30, 4, 0]]    1    none
29    2023_02_14_15_36_49    3    2    False    0    [[1, 3, 15], [5, 2, 15]]    0    2_dark
30    2023_02_14_15_55_51    2    3    True    0    [[10, 2, 15], [60, 3, 0]]    1    none
31    2023_02_14_16_25_39    2    3    True    0    [[1, 3, 0]]    1    none
32    2023_02_14_16_31_32    2    3    True    0    [[10, 2, 15], [5, 3, 0]]    1    none
