event_number    event_time    bright_ion_num_before_diss    bright_ion_num_after_dissdiss_success    diss_time_[s]    [list_of_tested_diss_times_[s],ion_num,dark_ion_events]    use_data    reason
1    2023_02_22_11_46_31    5    6    True    0    [[10, 5, 15], [120, 5, 15], [5, 5, 15], [30, 6, 0]]    1    none
2    2023_02_22_11_58_59    3    4    True    0    [[30, 3, 15], [5, 4, 0]]    1    none
3    2023_02_22_12_19_52    4    5    True    0    [[5, 4, 15], [30, 5, 0]]    1    none
4    2023_02_22_12_22_04    4    5    True    0    [[5, 5, 0]]    1    none
5    2023_02_22_12_32_56    3    3    False    0    [[1, 3, 15]]    0    2_dark
6    2023_02_22_12_38_34    2    3    True    0    [[5, 2, 15], [120, 3, 0]]    1    none
7    2023_02_22_12_48_18    2    3    True    0    [[30, 2, 15], [5, 2, 15], [30, 3, 0]]    1    none
8    2023_02_22_12_52_42    2    3    True    0    [[10, 3, 0]]    1    none
9    2023_02_22_12_56_05    2    3    True    0    [[5, 2, 15], [1, 2, 15], [5, 3, 0]]    1    none
10    2023_02_22_13_00_26    2    3    True    0    [[10, 2, 15], [1, 3, 0]]    1    none
11    2023_02_22_13_02_24    2    3    True    0    [[30, 3, 0]]    1    none
12    2023_02_22_13_13_31    4    5    True    0    [[1, 4, 15], [5, 4, 15], [120, 5, 0]]    1    none
13    2023_02_22_13_21_59    3    4    True    0    [[1, 3, 15], [5, 3, 15], [120, 4, 0]]    1    none
14    2023_02_22_13_40_21    3    4    True    0    [[10, 4, 0]]    1    none
15    2023_02_22_13_51_19    3    4    True    0    [[10, 3, 15], [30, 4, 0]]    1    none
16    2023_02_22_13_57_16    3    4    True    0    [[1, 3, 15], [10, 3, 15], [5, 3, 15], [120, 4, 0]]    1    none
17    2023_02_22_14_02_28    3    4    True    0    [[5, 3, 15], [60, 3, 15], [1, 3, 15], [30, 4, 0]]    1    none
18    2023_02_22_14_15_02    3    4    True    0    [[5, 3, 15], [30, 4, 0]]    1    none
19    2023_02_22_14_26_53    3    2    False    0    [[5, 2, 15]]    0    dark_reappeared
20    2023_02_22_14_34_30    2    0    False    0    [[1, 2, 15], [5, 2, 15], [30, 0, 7]]    0    2_dark
21    2023_02_22_14_49_02    4    5    True    0    [[1, 4, 15], [30, 4, 15], [10, 4, 15], [5, 4, 15], [10, 5, 0]]    1    none
22    2023_02_22_15_06_33    2    3    True    0    [[5, 3, 0]]    1    melting
23    2023_02_22_15_17_53    2    3    True    0    [[1, 2, 15], [5, 2, 15], [10, 2, 15], [60, 3, 0]]    1    none
24    2023_02_22_15_24_52    2    3    True    0    [[1, 2, 15], [10, 3, 0]]    1    none
25    2023_02_22_15_30_21    2    3    True    0    [[30, 3, 0]]    1    none
26    2023_02_22_15_46_58    2    3    True    0    [[5, 2, 15], [60, 3, 0]]    1    none
27    2023_02_22_16_14_15    3    4    True    0    [[60, 3, 15], [120, 4, 0]]    1    none
28    2023_02_22_16_28_35    3    2    False    0    [[5, 3, 15], [120, 2, 15]]    0    2_dark
29    2023_02_22_16_33_12    3    3    False    0    [[1, 3, 15]]    0    2_dark
30    2023_02_22_16_37_17    3    4    True    0    [[1, 3, 15], [1, 3, 15], [1, 3, 15], [10, 4, 0]]    1    none
