frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    419539    89630
471.0    402776    101885
471.2    409011    86828
471.4    455568    100988
471.6    444437    122924
471.8    425128    105130
472.0    426228    104144
472.2    424562    110909
472.4    423626    107624
472.6    404205    81557
472.8    395231    85802
473.0    340025    85417
473.2    339290    73424
473.4    383929    87107
473.6    284673    56280
473.8    397091    85933
474.0    393246    90317
474.2    400122    97919
474.4    417979    103708
474.6    475343    110647
474.8    441270    111556
475.0    397079    82244
475.2    429162    106271
475.4    418236    98662
475.6    402633    95233
475.8    402813    89233
476.0    437362    93131
476.2    376150    78644
476.4    414012    97455
476.6    422045    93907
476.8    405935    89904
