frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    242100    78951
473.5    237735    68170
473.7    219366    56466
473.9    226872    64089
474.1    230072    69481
474.3    216095    58847
474.5    200787    53966
474.7    198282    57648
474.9    156242    41231
475.1    146834    35354
475.3    108107    23610
475.5    195697    47533
475.7    215427    60700
475.9    216404    66317
476.1    205785    59854
476.3    241683    71567
476.5    222650    62133
476.7    249159    70308
476.9    266664    87192
477.1    260588    77032
477.3    267591    76381
