frequency [kHz]    total counts in region of interest    max_val_x_line_sum
472.0    131262    43716
472.2    93200    32973
472.4    80239    27591
472.6    107905    34646
472.8    112425    34666
473.0    116189    43213
473.2    108409    37037
473.4    98929    30768
473.6    75768    22629
473.8    90359    33958
474.0    96333    35597
474.2    83336    31659
474.4    84984    26770
474.6    71609    21152
474.8    71117    21276
475.0    76023    23956
475.2    61749    22319
475.4    44010    13217
475.6    93951    31507
475.8    94915    32849
476.0    70910    22311
476.2    81042    27910
476.4    92857    29573
476.6    108324    37632
476.8    74904    26344
477.0    108904    38048
