wl(nm)    1    5    10    30    60    120    file
250    0.0    0.05263157894736842    0.3076923076923077    0.5454545454545454    0.8    0.8    2023_02_21_10h_39m_46s_dissociation_measurement
250    0.0    0.0    0.04    0.25    0.4444444444444444    0.75    2023_02_28_11h_10m_39s_dissociation_measurement
250    0.0    0.125    0.2857142857142857    0.5    0.75    0.0    2023_03_01_10h_13m_12s_dissociation_measurement
250    0.0    0.1875    0.5384615384615384    0.8181818181818182    1.0    1.0    2023_03_02_10h_45m_42s_dissociation_measurement
