frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    299440.0    81209.33333333333
471.0    297363.33333333326    75930.99999999999
471.2    301473.6666666666    79070.00000000001
471.4    303308.3333333334    81301.0
471.6    310554.3333333334    80851.66666666666
471.8    285716.3333333333    77586.0
472.0    313994.6666666667    81492.99999999999
472.2    288610.66666666657    73818.33333333334
472.4    309464.99999999994    83222.33333333334
472.6    308276.9999999999    80951.33333333333
472.8    288753.3333333334    79812.0
473.0    276256.6666666667    73756.99999999999
473.2    305182.0    81674.0
473.4    301929.99999999994    79272.33333333333
473.6    293442.6666666666    82998.66666666667
473.8    286850.3333333333    74039.66666666666
474.0    283692.0000000001    75857.66666666667
474.2    284997.0    79396.66666666667
474.4    315422.99999999994    84084.33333333334
474.6    299550.0    76022.00000000001
474.8    311747.0    79278.66666666666
475.0    307651.3333333333    78071.99999999999
475.2    314713.3333333333    82469.33333333331
475.4    314445.3333333333    78085.66666666669
475.6    292768.0    78475.0
475.8    281479.3333333333    75259.33333333333
476.0    294601.3333333333    77547.0
476.2    300854.00000000006    79763.66666666666
476.4    291746.00000000006    81455.0
476.6    292341.6666666666    74009.0
476.8    298786.3333333333    78442.33333333333
