frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    260214    67454
473.5    238885    63186
473.7    212847    55791
473.9    179238    47332
474.1    212413    64835
474.3    195372    56351
474.5    210690    66306
474.7    186728    57658
474.9    174083    46528
475.1    145443    37269
475.3    211730    58384
475.5    214999    53697
475.7    221775    59757
475.9    210596    56205
476.1    230474    67789
476.3    235149    65388
476.5    253845    70808
476.7    251007    68660
476.9    272911    92924
477.1    288330    90178
477.3    273179    83097
