frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    271104    79213
473.5    217020    66026
473.7    198707    51095
473.9    202022    54427
474.1    191366    54923
474.3    202224    52030
474.5    204367    48595
474.7    181720    49210
474.9    162421    39824
475.1    143398    44422
475.3    225013    59505
475.5    212627    62809
475.7    223397    66393
475.9    205678    50045
476.1    209753    60246
476.3    219589    64113
476.5    237013    59335
476.7    247065    63809
476.9    245759    78135
477.1    236755    67128
477.3    248736    67567
