frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    230197    62378
473.5    216029    56297
473.7    207503    53004
473.9    223819    62182
474.1    193822    53803
474.3    187174    48648
474.5    171200    47125
474.7    160151    47477
474.9    129016    30418
475.1    127097    28818
475.3    107922    23109
475.5    180775    45543
475.7    206802    45954
475.9    214102    67425
476.1    181350    53916
476.3    193365    62168
476.5    179489    53131
476.7    216326    58080
476.9    180030    57627
477.1    199772    60270
477.3    263328    72401
