frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    332382    80010
471.0    332814    96730
471.2    324813    85440
471.4    324084    93110
471.6    321809    101421
471.8    333007    83308
472.0    313102    80747
472.2    354371    107806
472.4    325322    88748
472.6    293002    71893
472.8    320764    83944
473.0    288855    70746
473.2    298665    93838
473.4    261736    80398
473.6    321836    82030
473.8    243629    61874
474.0    306210    78969
474.2    310201    98311
474.4    372930    93772
474.6    326245    90662
474.8    367323    106263
475.0    388999    108894
475.2    327692    87125
475.4    340909    94393
475.6    326797    82372
475.8    332977    86257
476.0    334063    95056
476.2    325220    87821
476.4    288747    79330
476.6    349376    91123
476.8    326588    80527
