frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    258447    67036
473.5    207116    57041
473.7    223236    66121
473.9    165360    41720
474.1    207902    52011
474.3    158999    40243
474.5    175733    52344
474.7    138741    32520
474.9    164055    38000
475.1    177042    44479
475.3    184348    47001
475.5    212111    54079
475.7    183533    45409
475.9    224294    61780
476.1    194566    55166
476.3    223912    65976
476.5    227785    65755
476.7    243655    70312
476.9    260177    72591
477.1    251593    74133
477.3    255968    82100
