frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    251698    67709
473.5    230023    65367
473.7    213959    58636
473.9    198880    52496
474.1    202847    49933
474.3    181065    40532
474.5    184720    48948
474.7    190230    51220
474.9    176475    44579
475.1    140473    29640
475.3    215661    55501
475.5    190735    44938
475.7    225404    57203
475.9    217653    51344
476.1    206596    51650
476.3    215809    54348
476.5    231356    68625
476.7    250242    65725
476.9    257921    77864
477.1    259553    78413
477.3    291981    82640
