frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    420683    91764
471.0    410533    98273
471.2    392243    88679
471.4    389733    98749
471.6    432213    102362
471.8    398101    97638
472.0    424072    103705
472.2    385123    92325
472.4    432335    101869
472.6    413705    97049
472.8    399290    94700
473.0    349413    69955
473.2    321161    74008
473.4    327585    71265
473.6    288852    69156
473.8    277343    60412
474.0    392213    90736
474.2    357598    90116
474.4    395107    97024
474.6    403108    93620
474.8    415399    103423
475.0    421258    99083
475.2    367711    87289
475.4    388855    89676
475.6    416583    97275
475.8    416817    93188
476.0    419167    93460
476.2    424026    91557
476.4    443888    101347
476.6    413110    91751
476.8    401528    88265
