frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    328130    86304
471.0    348762    102338
471.2    312672    95737
471.4    345712    98994
471.6    314511    80992
471.8    306032    89482
472.0    303214    79186
472.2    369875    106105
472.4    321229    90737
472.6    328849    101555
472.8    289221    78407
473.0    299097    89990
473.2    281790    74200
473.4    286759    87895
473.6    299597    90313
473.8    237429    60316
474.0    323693    85452
474.2    303811    96917
474.4    372011    110673
474.6    368265    101568
474.8    363619    95429
475.0    357553    111398
475.2    346793    92845
475.4    353658    106763
475.6    308357    92789
475.8    322086    88830
476.0    349612    95315
476.2    353082    93090
476.4    332684    89706
476.6    322957    82220
476.8    285327    76711
