frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    233426    55707
473.5    247445    69544
473.7    221350    58227
473.9    201715    51105
474.1    195659    48622
474.3    186151    49060
474.5    185147    59375
474.7    179956    49689
474.9    137342    37772
475.1    120227    26381
475.3    201570    48527
475.5    205954    54457
475.7    188965    51674
475.9    205619    58500
476.1    221775    58184
476.3    204765    54228
476.5    230875    69419
476.7    235671    66259
476.9    228055    65353
477.1    221508    66215
477.3    216962    64161
