frequency [kHz]    total counts in region of interest    max_val_x_line_sum
470.8    413184    90762
471.0    404330    103338
471.2    385473    82762
471.4    439648    87122
471.6    424804    96377
471.8    487188    116524
472.0    452955    113228
472.2    389310    75315
472.4    421243    89438
472.6    427217    92521
472.8    435397    108637
473.0    416601    77315
473.2    383459    97836
473.4    371930    90764
473.6    369075    94777
473.8    318747    68490
474.0    372317    97713
474.2    397879    103103
474.4    417121    114853
474.6    457192    114731
474.8    455153    123044
475.0    458160    103805
475.2    449123    93227
475.4    419510    98802
475.6    422545    89407
475.8    428683    84719
476.0    426125    96325
476.2    393489    79814
476.4    429520    93175
476.6    384690    88072
476.8    395163    90167
