frequency [kHz]    total counts in region of interest    max_val_x_line_sum
473.3    275763    80095
473.5    215564    60117
473.7    202015    64970
473.9    217792    70227
474.1    194069    52582
474.3    224319    54826
474.5    200513    55275
474.7    183380    46601
474.9    129750    35221
475.1    185149    42609
475.3    187963    44021
475.5    178633    47022
475.7    191315    52390
475.9    219656    57999
476.1    225330    68102
476.3    249345    69497
476.5    204492    54031
476.7    194348    50253
476.9    173722    45391
477.1    198943    56187
477.3    217496    55173
